StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Roger Dixon,932822,INTERNATIONAL BUSINESS,5005,99,0.5,Don Aguirre,Social Science,University of Marrakech Cadi Ayyad,Australia,649
Michelle Jackson,863898,COSMETOLOGY SERVICES AND CULINARY ARTS,6005,26,1.0,John Langford,Humanities & Liberal Arts,University of Leicester,Italy,472
Robert Collins,414914,MATHEMATICS,2504,89,0.5,Suzette Childs,Engineering,University of Castilla-La Mancha,Uganda,188
Nathan Suzuki,641415,COMPUTER ENGINEERING,1105,75,1.0,Maggie Bellino,Agriculture & Natural Resources,Oregon Health and Science University,Iran,411
Trisha Bramblett,295149,GENERAL SOCIAL SCIENCES,3602,48,0.5,Adrian Washington,Physical Sciences,Tokyo University of Marine Science and Technology,Poland,401
John Weatherly,140626,PUBLIC POLICY,1301,48,0.5,James Shearer,Business,American University of Beirut,Denmark,336
Calvin Parker,595555,ELEMENTARY EDUCATION,1100,7,1.0,David Bryson,Industrial Arts & Consumer Services,George Mason University,Japan,761
Alicia Thompson,334698,MARKETING AND MARKETING RESEARCH,5601,58,1.0,Howard Martin,Business,Sungkyunkwan University (SKKU),Italy,287
John Weatherly,620212,HUMANITIES,1106,57,0.5,Joseph Hickey,Physical Sciences,China Agricultural University,Japan,488
Freddie Richardson,344556,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,6200,50,0.5,Gertrude Robinson,Health,Xi’an Jiaotong University,Serbia,542
Matthew Denzer,270607,INTERDISCIPLINARY SOCIAL SCIENCES,2901,22,0.5,Ana Hough,Education,University of Modena and Reggio Emilia,China,557
Paula Gregory,723926,MILITARY TECHNOLOGIES,2418,18,1.0,Joe Smith,Education,University of Chicago,Australia,425
Heather Allen,185968,ARCHITECTURE,1301,58,1.0,Jeffrey Hicks,Biology & Life Science,George Washington University,Switzerland,85
Janice Townsend,314936,SECONDARY TEACHER EDUCATION,2102,17,1.0,Lonnie Ramos,Health,National Sun Yat-Sen University,Israel,586
William Rosen,514160,COMPUTER PROGRAMMING AND DATA PROCESSING,1301,20,1.0,Jacob Truong,Agriculture & Natural Resources,Sheffield Hallam University,Germany,344
Jack Jenkins,171057,SOCIAL WORK,5401,23,0.5,Gary Goldstein,Psychology & Social Work,University of Erlangen-Nuremberg,United States of America,517
Stephanie Ford,658568,BIOLOGICAL ENGINEERING,2314,34,1.0,Ryan Haffey,Business,University of Lincoln,Republic of Ireland,685
Steven Robles,785156,JOURNALISM,6210,42,0.5,Carly Donaldson,Biology & Life Science,Lund University,South Africa,159
James Mays,416051,NEUROSCIENCE,2201,47,1.0,Maria Delgado,Business,University of Salento,France,147
Eileen Pierce,780192,AEROSPACE ENGINEERING,5301,10,1.0,Kenneth Hughes,Physical Sciences,University of Zaragoza,United Kingdom,762
Teresa Huntley,901519,CHEMICAL ENGINEERING,2502,27,1.0,Vern Bise,Humanities & Liberal Arts,Hebrew University of Jerusalem,Australia,696
Yvette Goheen,461223,DRAMA AND THEATER ARTS,2415,6,0.5,Debra Hays,Arts,Northumbria University,Republic of Ireland,323
Mary Morgan,415626,COSMETOLOGY SERVICES AND CULINARY ARTS,2414,72,1.0,Nicole Jimenez,Psychology & Social Work,Adam Mickiewicz University,Japan,126
Steven Orbison,380454,COMMUNICATION TECHNOLOGIES,5503,68,0.5,Frances Berrios,Humanities & Liberal Arts,Charles Darwin University,United Kingdom,786
Robert Wells,746084,HUMANITIES,6107,80,1.0,Randell Carrillo,Computers & Mathematics,Taras Shevchenko National University of Kyiv,Japan,348
James Mays,307563,SOIL SCIENCE,3401,95,1.0,John Nicholson,Humanities & Liberal Arts,Boston College,South Korea,556
Ralph Weatherly,619714,COURT REPORTING,1302,20,1.0,Martha Cline,Health,University of Stuttgart,Germany,121
Margaret Mondragon,495162,APPLIED MATHEMATICS,5601,48,0.5,Derek Rice,Health,Paris Dauphine University,United States of America,425
Shannon Richardson,731381,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,2303,27,0.5,Lorie Lagunas,Psychology & Social Work,"St George’s, University of London",Iran,727
Samuel Fava,740248,INDUSTRIAL AND MANUFACTURING ENGINEERING,2411,60,0.5,Mildred Brooks,Business,University of Portsmouth,China,317
Stephanie Burrell,452751,MISCELLANEOUS BIOLOGY,2406,97,1.0,Silvia Vinyard,Biology & Life Science,"St George’s, University of London",Hong Kong,528
Aurora Dominguez,317057,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2502,79,1.0,Miranda Edmonds,Health,Sun Yat-sen University,Thailand,582
David Atkinson,108891,COMMUNICATIONS,3701,15,0.5,Timothy Hooper,Communications & Journalism,Shanghai University,Germany,488
Bertha Hirsch,227316,DRAMA AND THEATER ARTS,2102,13,1.0,Trisha Bramblett,Computers & Mathematics,Michigan Technological University,United States of America,458
George Torres,650140,CRIMINAL JUSTICE AND FIRE PROTECTION,6105,38,1.0,Rob Olson,Arts,Tallinn University of Technology,United Kingdom,169
Sam Overton,571255,PUBLIC ADMINISTRATION,5401,14,1.0,Charles Camacho,Humanities & Liberal Arts,University of Debrecen,Sweden,484
Bernard Cotton,386477,NURSING,2407,40,0.5,Ralph Taylor,Biology & Life Science,University of North Carolina at Chapel Hill,Japan,238
Lorraine Granger,605162,THEOLOGY AND RELIGIOUS VOCATIONS,4801,12,0.5,Joyce Webb,Computers & Mathematics,Medical University of South Carolina,Canada,398
Donna Garner,241675,STUDIO ARTS,2100,54,0.5,Diane Ayers,Agriculture & Natural Resources,Slovak University of Technology in Bratislava,Republic of Ireland,743
Sammy Stewart,908883,NUTRITION SCIENCES,1106,28,1.0,Raymond Binkley,Health,Andhra University,Hungary,275
Kendra Gonzales,465237,COSMETOLOGY SERVICES AND CULINARY ARTS,5299,5,1.0,Rob Olson,Agriculture & Natural Resources,Savitribai Phule Pune University,Luxembourg,313
Katherine Cochrane,387153,UNITED STATES HISTORY,5203,18,0.5,Ebony Weiss,Business,National Yang-Ming University,Turkey,664
Chastity Wilson,435147,ECOLOGY,2304,1,1.0,Grace Rivera,Business,National Autonomous University of Mexico,Egypt,543
Barbara Sanford,251138,GENERAL AGRICULTURE,5505,20,0.5,Edward Jackson,Health,University of Basel,United States of America,704
Matthew Delong,923070,CIVIL ENGINEERING,2399,63,0.5,Herbert Threet,Physical Sciences,Belarusian State University,United States of America,598
Chad Shepard,437186,MECHANICAL ENGINEERING,2306,78,0.5,Phyllis Briggs,Education,University of Bari Aldo Moro,United Arab Emirates,284
Laura Smith,934514,FILM VIDEO AND PHOTOGRAPHIC ARTS,3202,87,0.5,Ruth Bullock,Arts,Oxford Brookes University,South Africa,340
Marilyn Rochester,689022,ANIMAL SCIENCES,6204,55,0.5,Henry Steward,Health,Technical University of Munich,Russian Federation,340
Ruby Thomas,841348,GENERAL SOCIAL SCIENCES,5003,68,1.0,Joanna Tyson,Social Science,Norwegian University of Science and Technology,United States of America,214
Paula Wright,122737,JOURNALISM,1102,77,0.5,Pamela Gammon,Psychology & Social Work,Brunel University London,United States of America,372
Marilyn Rochester,148128,PHILOSOPHY AND RELIGIOUS STUDIES,6202,68,1.0,James Hoffman,Biology & Life Science,Arizona State University,United States of America,622
Norman Randolph,445997,FOOD SCIENCE,1106,11,1.0,Leonore Flynn,Social Science,University of KwaZulu-Natal,United Kingdom,55
Mary Eastman,942776,GEOSCIENCES,2303,86,1.0,Cheryl Brown,Psychology & Social Work,Tokyo Medical and Dental University (TMDU),Australia,417
Ebony Weiss,506251,COMMERCIAL ART AND GRAPHIC DESIGN,6204,85,1.0,Shirley Odum,Engineering,University of Iceland,China,445
Lois Miller,458461,EDUCATIONAL ADMINISTRATION AND SUPERVISION,5402,77,0.5,Caren Phipps,Engineering,Peter the Great St Petersburg Polytechnic University,Russian Federation,684
Victoria Pena,185361,CLINICAL PSYCHOLOGY,2601,70,0.5,Karen Peter,Business,Gwangju Institute of Science and Technology,Turkey,729
Maya Bowers,202094,NURSING,5005,35,1.0,Stephanie Reed,Industrial Arts & Consumer Services,University of Nairobi,Spain,570
David Phillips,988139,BIOMEDICAL ENGINEERING,2101,16,1.0,David Simmons,Computers & Mathematics,Pierre and Marie Curie University,United States of America,231
Joseph Fuqua,869391,MECHANICAL ENGINEERING,3801,55,1.0,Scott Peterson,Biology & Life Science,University of Limerick,South Korea,556
Linda Hogue,831901,MISCELLANEOUS EDUCATION,6209,75,0.5,Kenneth Greenlee,Education,"Asia University, Taiwan",Spain,372
Lisa Ham,681550,CHEMICAL ENGINEERING,3401,77,0.5,Thomas Jessup,Education,University of La Laguna,United States of America,337
Heather Kendall,271763,BIOLOGICAL ENGINEERING,3402,57,1.0,Jeremy Gough,Social Science,Vanderbilt University,Netherlands,1
Becky Velez,953002,NURSING,2403,10,1.0,Stephanie Martinez,Business,Hebrew University of Jerusalem,Switzerland,374
Don Aguirre,545330,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",3801,59,0.5,Jimmy Farmer,Engineering,University of Tehran,South Korea,656
Susan Ramirez,706290,INTERNATIONAL RELATIONS,6103,32,1.0,Marilyn Gill,Humanities & Liberal Arts,Leibniz University of Hanover,Egypt,467
Vickie Watson,326226,GENERAL ENGINEERING,6108,88,1.0,Lee Sailor,Education,Tokyo University of Science,United Kingdom,1
Elizabeth Bond,667165,INTERDISCIPLINARY SOCIAL SCIENCES,6299,80,1.0,James Hagan,Biology & Life Science,Indian Institute of Technology Madras,United Kingdom,11
Frankie Skinner,196282,UNITED STATES HISTORY,5507,81,0.5,Donna McGonigal,Humanities & Liberal Arts,K.N. Toosi University of Technology,New Zealand,733
Diane Combs,472005,AEROSPACE ENGINEERING,6104,16,1.0,Stephanie Wright,Health,William & Mary,China,669
Robert Smalls,742227,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,5000,65,1.0,Jeffrey Hicks,Law & Public Policy,Shinshu University,Hungary,338
Robert Little,371196,LIBERAL ARTS,2601,98,0.5,Aaron Macy,Humanities & Liberal Arts,University of Kaiserslautern,India,407
Ana Hough,813819,SOCIAL PSYCHOLOGY,1103,71,1.0,Jerry Black,Education,University of Alcalá,Singapore,400
Gladys Wagner,856949,ARCHITECTURAL ENGINEERING,3501,38,0.5,Sarah Tate,Physical Sciences,University of Bari Aldo Moro,Malaysia,115
Christopher Yarger,736460,ECONOMICS,3608,2,0.5,Stephanie Wright,Computers & Mathematics,University of Parma,Spain,807
Leonard Lonergan,532558,INTERNATIONAL RELATIONS,6205,100,0.5,Diane King,Business,University at Buffalo,India,14
Betty Strine,327982,NUCLEAR ENGINEERING,6003,56,1.0,Melvin Berkowitz,Health,National Chung Hsing University,Japan,642
Chastity Wilson,188921,GENERAL ENGINEERING,2406,86,1.0,Joseph Larsen,Industrial Arts & Consumer Services,University of Ljubljana,United Kingdom,536
Joseph Gray,782363,MATHEMATICS,3302,1,1.0,David Desantis,Social Science,Okayama University,China,608
Guillermo Cribb,193452,SOIL SCIENCE,6104,37,1.0,Linda Figueroa,Engineering,University of York,Canada,185
Angie Nadler,193604,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",2313,19,1.0,See Ragsdale,Social Science,Feng Chia University,United States of America,169
Addie King,257693,MATHEMATICS TEACHER EDUCATION,3702,21,0.5,Frankie Skinner,Agriculture & Natural Resources,National Cheng Kung University,United States of America,285
Vaughn Jackson,857829,GEOGRAPHY,2405,96,1.0,Tara Porter,Computers & Mathematics,Ulster University,United Kingdom,371
Norman Randolph,786140,APPLIED MATHEMATICS,1103,48,0.5,Patricia Shannon,Engineering,University of Padua,Taiwan,216
Mildred Jennings,710046,ENGINEERING MECHANICS PHYSICS AND SCIENCE,6212,83,1.0,Brian Davis,Communications & Journalism,Tomsk State University,United States of America,309
Chad Paterson,384966,COMPOSITION AND RHETORIC,1102,81,1.0,David Chess,Business,University of Otago,United States of America,8
Dan Lee,248308,MECHANICAL ENGINEERING,2504,52,0.5,Amber Hall,Computers & Mathematics,TU Dresden,United States of America,577
Virginia Daniels,911501,PHILOSOPHY AND RELIGIOUS STUDIES,2410,91,1.0,Mickey Groves,Humanities & Liberal Arts,National Research Nuclear University MePhI,Belgium,576
Jodi Albert,718993,NATURAL RESOURCES MANAGEMENT,2305,60,1.0,Chad Paterson,Industrial Arts & Consumer Services,Pontifical Catholic University of Paraná,Japan,597
Michael Anderson,430968,COMMERCIAL ART AND GRAPHIC DESIGN,5501,7,1.0,James Brooks,Psychology & Social Work,University of Seoul,United States of America,610
Cora Marguez,251627,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,1303,93,0.5,Stephen Holst,Business,Paris Descartes University,Sweden,557
Pedro Boyer,102871,PETROLEUM ENGINEERING,5201,60,1.0,Leslie Gadson,Biology & Life Science,University of Graz,Sweden,431
Tina Lovato,244516,COMMUNICATION DISORDERS SCIENCES AND SERVICES,1199,36,1.0,Carol Thomas,Computers & Mathematics,University of Portsmouth,United States of America,645
Mary Zhang,414707,SCIENCE AND COMPUTER TEACHER EDUCATION,1105,59,1.0,Charmaine Fisher,Industrial Arts & Consumer Services,University of Medicine and Dentistry of New Jersey,Republic of Ireland,345
Darnell Moore,683110,LIBRARY SCIENCE,3201,0,0.5,Carey Cacho,Biology & Life Science,Vilnius University,China,18
Brittany Taylor,979054,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2403,16,1.0,Maya Bowers,Arts,Mahidol University,Canada,392
Angela Stone,857055,ACCOUNTING,6105,33,1.0,Marion Wiggin,Psychology & Social Work,Suez Canal University,Greece,475
Jack Jenkins,246693,HUMANITIES,6007,56,0.5,Rene McGinnis,Engineering,National Tsing Hua University,United States of America,117
Stephanie Atkinson,628030,PUBLIC POLICY,5599,71,1.0,Peter Johnson,Health,University of Otago,Iran,663
Maria Ball,233616,ENVIRONMENTAL ENGINEERING,2501,80,0.5,Carol Thomas,Physical Sciences,Taipei Medical University,China,89
Frances Berrios,905066,SOCIAL WORK,5203,81,1.0,Raymond Munoz,Psychology & Social Work,University of Texas at Arlington,China,386
Edward Jackson,573615,COMPUTER ENGINEERING,6204,68,0.5,Elaine Bridwell,Biology & Life Science,Wuhan University,China,794
Joanna Tyson,338986,ENGINEERING AND INDUSTRIAL MANAGEMENT,2201,50,1.0,Sam Overton,Biology & Life Science,University of Strasbourg,United States of America,460
Maureen King,679935,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,5003,98,1.0,Ulysses Bennett,Psychology & Social Work,Ocean University of China,Greece,688
Marty Thomas,292423,HOSPITALITY MANAGEMENT,6000,56,0.5,Timothy Moore,Physical Sciences,University of Alberta,Sweden,714
Nathan Suzuki,422014,AGRICULTURE PRODUCTION AND MANAGEMENT,3607,37,1.0,Barbara Favors,Industrial Arts & Consumer Services,Hong Kong Polytechnic University,Italy,788
Sharron Higdon,760744,ENGINEERING TECHNOLOGIES,6004,86,1.0,Scott Wyche,Business,Leibniz University of Hanover,Taiwan,61
Linda Figueroa,172149,TEACHER EDUCATION: MULTIPLE LEVELS,3201,7,1.0,Bonnie Arevalo,Humanities & Liberal Arts,Chinese University of Hong Kong,United States of America,639
Jason Emrick,338222,ENGINEERING MECHANICS PHYSICS AND SCIENCE,5003,80,1.0,Herbert Threet,Health,University of Zaragoza,Taiwan,760
Ken Goldstein,650802,ARCHITECTURAL ENGINEERING,5202,33,1.0,Carolyn Creger,Agriculture & Natural Resources,Fudan University,United States of America,507
Christopher Peterson,274816,CRIMINOLOGY,3605,62,0.5,Christopher Hansen,Engineering,Paris-Sorbonne University – Paris 4,Italy,427
Teri Bush,584029,ECOLOGY,1103,98,1.0,William Sheehan,Humanities & Liberal Arts,Tianjin University,United Kingdom,536
Catherine Lynch,435473,COMPUTER PROGRAMMING AND DATA PROCESSING,6210,78,0.5,David Enriquez,Engineering,University of Sheffield,France,700
Trisha Bramblett,462820,SECONDARY TEACHER EDUCATION,2307,63,0.5,Ulysses Bennett,Humanities & Liberal Arts,Humboldt University of Berlin,Brazil,253
Ronald Hendon,297039,PRE-LAW AND LEGAL STUDIES,6100,49,0.5,Jim Smith,Engineering,University of Pisa,Taiwan,482
Howard Woodall,189415,AEROSPACE ENGINEERING,2403,33,0.5,Barbara Jones,Biology & Life Science,Yeshiva University,Germany,267
Dalton Norfleet,467845,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,5507,54,1.0,Ralph Taylor,Humanities & Liberal Arts,Cardiff University,United Kingdom,641
Elizabeth Washington,403639,MULTI/INTERDISCIPLINARY STUDIES,2413,47,0.5,Dalton Norfleet,Business,Queensland University of Technology,United Kingdom,293
Royal Scott,819821,ENVIRONMENTAL ENGINEERING,5007,20,0.5,James Little,Agriculture & Natural Resources,Emory University,Japan,243
Sam Overton,806691,NAVAL ARCHITECTURE AND MARINE ENGINEERING,2414,94,0.5,Andrea Smith,Agriculture & Natural Resources,Pennsylvania State University,Taiwan,70
Wilma Russell,447296,MILITARY TECHNOLOGIES,5599,58,1.0,Heather Greenwood,Humanities & Liberal Arts,Griffith University,Norway,47
Barbara Carney,789717,LIBRARY SCIENCE,5500,57,1.0,Phillip Rodriguez,Communications & Journalism,Carleton University,Mexico,618
Lauren Black,916671,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,6108,20,0.5,Debra Hays,Business,Plymouth University,United States of America,221
Patricia Callender,460911,CHEMICAL ENGINEERING,4901,40,0.5,Raymond Munoz,Health,"California State University, Long Beach",Australia,729
Karen Silverman,733446,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,5206,87,0.5,Christopher Peterson,Engineering,University of Coimbra,United States of America,266
Barbara Scott,405385,CONSTRUCTION SERVICES,5008,37,1.0,Raymond Binkley,Computers & Mathematics,Inha University,Macau,107
Eva Reid,286845,MEDICAL ASSISTING SERVICES,5007,29,1.0,Darrell Hightower,Engineering,University of Milan-Bicocca,China,624
Kendra Gonzales,547282,COMPUTER AND INFORMATION SYSTEMS,5507,48,0.5,Raymond Binkley,Education,University of Murcia,Hong Kong,783
Bonnie Arevalo,316949,SOCIAL PSYCHOLOGY,5007,72,1.0,Don Aguirre,Engineering,Lille 1 University – Science and Technology,United States of America,199
Lois Buss,280130,MISCELLANEOUS ENGINEERING,3700,84,1.0,Robert Bohrer,Computers & Mathematics,Showa University,Japan,721
Zachary Melendez,112505,NEUROSCIENCE,5502,78,1.0,Steven Ranieri,Engineering,Örebro University,Japan,781
James Shearer,649161,NUTRITION SCIENCES,6299,33,1.0,Sandra Schweiger,Law & Public Policy,Nanjing University,France,79
Joseph Scribner,383890,ELEMENTARY EDUCATION,2408,91,0.5,Lewis Knudsen,Education,Drexel University,Taiwan,447
Mark Thompson,487594,ENGINEERING MECHANICS PHYSICS AND SCIENCE,2300,90,1.0,Derek Rice,Health,University of Southern Mississippi,Saudi Arabia,167
Jarrod Sera,583079,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2413,48,1.0,Nancy Vickers,Physical Sciences,"University of California, Los Angeles",France,690
Raymond Munoz,404721,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,6299,100,1.0,Pamela Gammon,Arts,K.N. Toosi University of Technology,China,90
Royal Scott,623256,PHARMACOLOGY,5007,69,0.5,Leigh Wallace,Business,London School of Economics and Political Science,United Kingdom,672
Cora Marguez,123818,ARCHITECTURAL ENGINEERING,5401,24,0.5,Trisha Bramblett,Psychology & Social Work,University of Cagliari,United States of America,580
Vickie Lafferty,899299,ENGINEERING TECHNOLOGIES,6104,35,1.0,Martin Rosenthal,Education,Leiden University,New Zealand,42
Ralph Weatherly,138265,HEALTH AND MEDICAL PREPARATORY PROGRAMS,3609,77,1.0,Vera Merrill,Computers & Mathematics,Iran University of Science and Technology,Turkey,478
Marilyn Gill,237112,GENERAL BUSINESS,2301,7,1.0,Ruth Lane,Education,University of Granada,Portugal,718
Heather Gonzalez,525085,FINANCE,6201,4,0.5,Roberto Hathaway,Psychology & Social Work,University of Salamanca,United States of America,427
Betty Strine,997426,GENERAL SOCIAL SCIENCES,2107,89,0.5,David Atkinson,Psychology & Social Work,East China Normal University,United States of America,751
Ashley Garcia,785085,MISCELLANEOUS BIOLOGY,6105,49,1.0,Susan Welsh,Engineering,Université Catholique de Louvain,China,650
Luis Barber,639701,GEOLOGY AND EARTH SCIENCE,3601,94,1.0,Victoria Pena,Industrial Arts & Consumer Services,University of Oregon,United States of America,205
Kristin Votaw,362078,COMPUTER NETWORKING AND TELECOMMUNICATIONS,6006,60,1.0,Marie Clark,Engineering,Florida State University,Taiwan,616
Vincent Ray,822510,COMMERCIAL ART AND GRAPHIC DESIGN,2406,24,1.0,Jennifer Peters,Psychology & Social Work,University of Fribourg,United States of America,659
Vivian Odell,292926,BIOLOGICAL ENGINEERING,1303,30,1.0,Krista Baker,Biology & Life Science,University of Oklahoma,Japan,669
Todd Pruitt,436369,POLITICAL SCIENCE AND GOVERNMENT,2106,77,1.0,Lawrence Aldridge,Engineering,University of Connecticut,South Korea,714
Mary Morgan,692801,HISTORY,3609,11,1.0,Carroll Rider,Psychology & Social Work,Saint Petersburg State University,France,359
Cora Marguez,936381,PRE-LAW AND LEGAL STUDIES,5403,4,1.0,Maria Rosenzweig,Health,University of Turin,Sweden,551
Juanita Robinson,782015,EDUCATIONAL PSYCHOLOGY,6212,67,0.5,Anita Hernandez,Engineering,Lille 2 University – Health and Law,Switzerland,620
Maria Nelson,194702,EARLY CHILDHOOD EDUCATION,3608,73,0.5,Ulysses Bennett,Biology & Life Science,Aix-Marseille University,United Kingdom,473
Lucas Palmer,719973,COMMUNICATIONS,6205,51,0.5,Mary Eastman,Psychology & Social Work,University of Electronic Science and Technology of China,Malaysia,541
Leonore Flynn,864304,LANGUAGE AND DRAMA EDUCATION,5202,30,0.5,Thomas Siegel,Biology & Life Science,Bar-Ilan University,Ghana,646
Norman Randolph,218677,INTERCULTURAL AND INTERNATIONAL STUDIES,2311,54,0.5,Debra Burgin,Biology & Life Science,University of Exeter,Norway,191
Earl Henry,232292,ARCHITECTURAL ENGINEERING,3202,41,0.5,Henry Steward,Agriculture & Natural Resources,Nagasaki University,Norway,90
Jennifer Collins,739278,ARCHITECTURAL ENGINEERING,1103,71,0.5,Linda Cabrera,Psychology & Social Work,University of Iowa,United States of America,736
Brian Reyes,681326,HUMAN SERVICES AND COMMUNITY ORGANIZATION,6204,64,1.0,Vickie Watson,Humanities & Liberal Arts,University of Canterbury,United States of America,422
Betty Sewell,389088,INTERNATIONAL BUSINESS,5205,28,1.0,Martha Cline,Physical Sciences,Andhra University,United States of America,113
Dianne Place,720508,FILM VIDEO AND PHOTOGRAPHIC ARTS,1103,56,1.0,Norris Gomez,Humanities & Liberal Arts,University of Lisbon,United States of America,103
Teri Bush,132992,SECONDARY TEACHER EDUCATION,3607,21,1.0,Virginia Harris,Engineering,National Autonomous University of Mexico,Germany,667
Phyllis Gonzalas,117685,AGRICULTURE PRODUCTION AND MANAGEMENT,6205,42,1.0,Luis Irwin,Engineering,Old Dominion University,Spain,472
Ethel Begley,735995,PUBLIC POLICY,2408,90,1.0,Linda Cabrera,Education,University of Victoria,New Zealand,617
Scott Peterson,305466,TRANSPORTATION SCIENCES AND TECHNOLOGIES,5203,50,1.0,Keith Robinson,Engineering,King Saud University,Turkey,609
Alana Watkins,902822,OCEANOGRAPHY,5701,18,0.5,Lucille Humble,Engineering,University of Modena and Reggio Emilia,Taiwan,646
Loretta Hopkins,142255,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,2101,39,0.5,Gail Knox,Industrial Arts & Consumer Services,Coventry University,United Kingdom,797
Joseph Springer,113273,COURT REPORTING,6402,81,0.5,Cheryl Wise,Engineering,University of Salento,South Korea,317
Nancy Lee,166914,ART HISTORY AND CRITICISM,5503,85,1.0,Wayne Thomas,Communications & Journalism,University of Bucharest,Turkey,780
John Singleton,451301,PHYSICAL SCIENCES,2418,82,0.5,Matthew Denzer,Business,University of Toledo,United States of America,357
Kenneth Marmon,547671,SOCIOLOGY,2305,61,1.0,Jason Emrick,Engineering,Université de Sherbrooke,Norway,578
Valerie Yancy,605241,CRIMINAL JUSTICE AND FIRE PROTECTION,3605,71,0.5,Thomas Greene,Health,Kyungpook National University,Pakistan,62
Vernon Dickerson,843273,MATERIALS SCIENCE,2101,25,1.0,James Hagan,Engineering,University of Ibadan,Malaysia,781
Hong Davies,850131,EDUCATIONAL ADMINISTRATION AND SUPERVISION,2419,55,0.5,Marion Wiggin,Psychology & Social Work,Queen Mary University of London,United Kingdom,589
George Jackson,142771,CIVIL ENGINEERING,5202,17,1.0,Robert Stewart,Social Science,Chinese University of Hong Kong,Chile,436
Dana Fernandez,145867,ENVIRONMENTAL SCIENCE,5000,60,1.0,Eleanor Deleon,Physical Sciences,Yeungnam University,Japan,171
Brad Butler,662738,MUSIC,2311,60,1.0,Charlotte Jones,Computers & Mathematics,Hong Kong Polytechnic University,Australia,20
Trisha Bramblett,601146,OCEANOGRAPHY,3402,17,1.0,Carroll Rider,Psychology & Social Work,University of Vigo,Netherlands,483
Patrick Spurlock,296500,LIBERAL ARTS,1903,16,0.5,Vincent Ray,Computers & Mathematics,University of Szeged,Belgium,270
Miranda Edmonds,179277,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,2599,13,1.0,Francis Sanders,Psychology & Social Work,University of Geneva,United Kingdom,366
John Singleton,234690,COMMUNICATION TECHNOLOGIES,5098,68,0.5,Kenneth Greenlee,Communications & Journalism,University of Nebraska-Lincoln,Australia,613
Jeffrey Hicks,437083,OTHER FOREIGN LANGUAGES,2500,27,0.5,Rickey Birkland,Social Science,University of Pavia,Portugal,448
Allen Ramirez,175256,CRIMINOLOGY,5507,38,1.0,Lorene Martin,Engineering,Yokohama City University,United States of America,525
Alicia Thompson,399369,ARCHITECTURAL ENGINEERING,2310,48,1.0,Jeffery Diaz,Physical Sciences,Ruhr University Bochum,Finland,230
Clara Holloman,673701,FOOD SCIENCE,3607,42,0.5,William Johnson,Agriculture & Natural Resources,VŠB - Technical University of Ostrava,United Kingdom,149
Clayton Hall,152891,ELEMENTARY EDUCATION,5102,7,1.0,Mary Gerow,Biology & Life Science,University of Utah,United States of America,710
Guillermo Cribb,821654,INFORMATION SCIENCES,4002,31,0.5,Mildred Mello,Physical Sciences,Charité - Universitätsmedizin Berlin,Brazil,753
Harold Estrada,154218,BIOLOGY,6004,26,1.0,Ralph Harris,Engineering,Pontifical Catholic University of Valparaíso,South Korea,88
Gertrude Townsend,237888,EARLY CHILDHOOD EDUCATION,2308,93,1.0,Emma Richards,Arts,Federal University of Viçosa,United Kingdom,551
Jerry Black,397417,MATERIALS ENGINEERING AND MATERIALS SCIENCE,5200,49,1.0,Pedro Boyer,Humanities & Liberal Arts,Missouri University of Science and Technology,United Kingdom,608
Judith Miller,159792,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,2901,88,0.5,Barbara Sanford,Biology & Life Science,Kyoto University,United States of America,156
William Bynoe,525814,COMPOSITION AND RHETORIC,5601,20,1.0,Brian Reyes,Psychology & Social Work,Aligarh Muslim University,Italy,787
William Rosen,900699,SECONDARY TEACHER EDUCATION,1904,20,0.5,Harry Cusick,Engineering,Flinders University,Australia,602
William Reed,660663,MISCELLANEOUS ENGINEERING,6202,44,1.0,Dessie Felton,Engineering,National Autonomous University of Mexico,France,35
John Griffin,287134,EARLY CHILDHOOD EDUCATION,6210,41,1.0,Charles Hanrahan,Humanities & Liberal Arts,Queen’s University,South Korea,484
Stephanie Wright,428606,VISUAL AND PERFORMING ARTS,2410,96,0.5,Cheryl Wise,Physical Sciences,Yale University,Finland,75
Linda Hogue,586471,MISCELLANEOUS BIOLOGY,1303,85,1.0,Eileen Pierce,Engineering,University of Groningen,United States of America,73
